text,entities,type
Funds moved from an account linked to Md. Arif Khan into Western Freight Solutions.,"[[38, 51, ""PERSON""], [57, 82, ""ORG""]]",multi_entity
Mohit Chawla met an employee of DM Trading Services near Andheri East.,"[[0, 12, ""PERSON""], [32, 51, ""ORG""], [57, 69, ""LOC""]]",multi_entity
Police located Ayesha Khan near Andheri East.,"[[15, 26, ""PERSON""], [32, 44, ""LOC""]]",multi_entity
Rohan Mehta met an employee of City Cargo Services near Bandra Kurla Complex.,"[[0, 11, ""PERSON""], [31, 50, ""ORG""], [56, 76, ""LOC""]]",multi_entity
Priya Nair was observed outside National Freight Corporation in Hyderabad.,"[[0, 10, ""PERSON""], [32, 60, ""ORG""], [64, 73, ""GPE""]]",multi_entity
The vehicle was located near Powai Lake Road.,"[[29, 44, ""LOC""]]",location_context
Md. Arif Khan was observed outside City Cargo Services in Ahmedabad.,"[[0, 13, ""PERSON""], [35, 54, ""ORG""], [58, 67, ""GPE""]]",multi_entity
The seizure memo mentioned Neeraj Shah.,"[[27, 38, ""PERSON""]]",hard_negative
"According to the CDR records, Md. Arif Khan visited Shakti Traders in Mumbai.","[[30, 43, ""PERSON""], [52, 66, ""ORG""], [70, 76, ""GPE""]]",contrastive_negative
Western Freight Solutions submitted invoices from its Pune office.,"[[0, 25, ""ORG""], [54, 58, ""GPE""]]",multi_entity
Police located Md. Arif Khan near Dharavi.,"[[15, 28, ""PERSON""], [34, 41, ""LOC""]]",multi_entity
Ayesha Khan transferred money to DM Trading Services from Chennai.,"[[0, 11, ""PERSON""], [33, 52, ""ORG""], [58, 65, ""GPE""]]",multi_entity
Ayesha Khan worked with DM Trading Services in Navi Mumbai.,"[[0, 11, ""PERSON""], [24, 43, ""ORG""], [47, 58, ""GPE""]]",multi_entity
S. Iyer transferred money to Apex Distributors from Navi Mumbai.,"[[0, 7, ""PERSON""], [29, 46, ""ORG""], [52, 63, ""GPE""]]",multi_entity
Mohit Chawla worked with Maharashtra State Bank in Delhi.,"[[0, 12, ""PERSON""], [25, 47, ""ORG""], [51, 56, ""GPE""]]",multi_entity
"Ayesha Khan transferred funds to DM Trading Services, while Mohammed Arif Khan contacted National Freight Corporation.","[[0, 11, ""PERSON""], [33, 52, ""ORG""], [60, 78, ""PERSON""], [89, 117, ""ORG""]]",complex
City Cargo Services rented space at Bhiwandi Distribution Hub.,"[[0, 19, ""ORG""], [36, 61, ""FAC""]]",facility_context
Funds moved from an account linked to Ayesha Khan into Nova Components.,"[[38, 49, ""PERSON""], [55, 70, ""ORG""]]",multi_entity
Ravi Deshmukh worked with National Freight Corporation in Thane.,"[[0, 13, ""PERSON""], [26, 54, ""ORG""], [58, 63, ""GPE""]]",multi_entity
The CCTV records contained references to Ananya Sharma and Nova Components.,"[[41, 54, ""PERSON""], [59, 74, ""ORG""]]",contrastive_negative
"Karan Sethi transferred funds to Metro Logistics Pvt Ltd, while Neeraj Shah contacted National Freight Corporation.","[[0, 11, ""PERSON""], [33, 56, ""ORG""], [64, 75, ""PERSON""], [86, 114, ""ORG""]]",complex
National Freight Corporation was named in the Call Detail Records reviewed by investigators.,"[[0, 28, ""ORG""]]",contrastive_negative
"According to the FIR, M. A. Khan visited Prime Warehousing in Surat.","[[22, 32, ""PERSON""], [41, 58, ""ORG""], [62, 67, ""GPE""]]",contrastive_negative
Imran Sheikh met an employee of City Cargo Services near Thane Creek.,"[[0, 12, ""PERSON""], [32, 51, ""ORG""], [57, 68, ""LOC""]]",multi_entity
The team reviewed the FIR record before questioning Mohammed Arif Khan.,"[[52, 70, ""PERSON""]]",hard_negative
Prime Warehousing submitted invoices from its Lucknow office.,"[[0, 17, ""ORG""], [46, 53, ""GPE""]]",multi_entity
Rajiv Bansal was seen entering Turbhe Warehouse No. 4.,"[[0, 12, ""PERSON""], [31, 53, ""FAC""]]",facility_context
Vikram Joshi and Md. Arif Khan met representatives of National Freight Corporation in Chennai.,"[[0, 12, ""PERSON""], [17, 30, ""PERSON""], [54, 82, ""ORG""], [86, 93, ""GPE""]]",complex
Rajiv Bansal met an employee of KS Electronics near Mumbai-Pune Expressway.,"[[0, 12, ""PERSON""], [32, 46, ""ORG""], [52, 74, ""LOC""]]",multi_entity
BlueLine Transport rented space at Vashi Logistics Yard.,"[[0, 18, ""ORG""], [35, 55, ""FAC""]]",facility_context
"M. A. Khan transferred funds to KS Electronics, while Mohammed Arif Khan contacted Prime Warehousing.","[[0, 10, ""PERSON""], [32, 46, ""ORG""], [54, 72, ""PERSON""], [83, 100, ""ORG""]]",complex
Funds moved from an account linked to Suresh Iyer into BlueLine Transport.,"[[38, 49, ""PERSON""], [55, 73, ""ORG""]]",multi_entity
"The witness statement mentioned Suresh Iyer, Mohammed Arif Khan, and Metro Logistics Pvt Ltd.","[[32, 43, ""PERSON""], [45, 63, ""PERSON""], [69, 92, ""ORG""]]",complex
Rajiv Bansal and Mohit Chawla met representatives of Shakti Traders in Pune.,"[[0, 12, ""PERSON""], [17, 29, ""PERSON""], [53, 67, ""ORG""], [71, 75, ""GPE""]]",complex
Ravi Deshmukh transferred money to Metro Logistics Pvt Ltd from Indore.,"[[0, 13, ""PERSON""], [35, 58, ""ORG""], [64, 70, ""GPE""]]",multi_entity
Investigators traced the shipment from Navi Mumbai to Bandra Kurla Complex.,"[[39, 50, ""GPE""], [54, 74, ""LOC""]]",multi_entity
Nova Components was named in the evidence log reviewed by investigators.,"[[0, 15, ""ORG""]]",contrastive_negative
Western Freight Solutions maintained an office in Jaipur.,"[[0, 25, ""ORG""], [50, 56, ""GPE""]]",org_context
Prime Warehousing was named in the witness statement reviewed by investigators.,"[[0, 17, ""ORG""]]",contrastive_negative
Goods were stored at Bhiwandi Distribution Hub.,"[[21, 46, ""FAC""]]",facility_context
Investigators compared the CDR records with records from City Cargo Services.,"[[57, 76, ""ORG""]]",contrastive_negative
Sameer Khan worked with Apex Distributors in Pune.,"[[0, 11, ""PERSON""], [24, 41, ""ORG""], [45, 49, ""GPE""]]",multi_entity
M. A. Khan met an employee of Maharashtra State Bank near Dharavi.,"[[0, 10, ""PERSON""], [30, 52, ""ORG""], [58, 65, ""LOC""]]",multi_entity
The team reviewed the surveillance records before questioning Priya Nair.,"[[62, 72, ""PERSON""]]",hard_negative
S. Iyer worked with Nova Components in Jaipur.,"[[0, 7, ""PERSON""], [20, 35, ""ORG""], [39, 45, ""GPE""]]",multi_entity
Investigators compared the seizure memo with records from Prime Warehousing.,"[[58, 75, ""ORG""]]",contrastive_negative
Md. Arif Khan travelled from Chennai to Nagpur with R K Sharma.,"[[0, 13, ""PERSON""], [29, 36, ""GPE""], [40, 46, ""GPE""], [52, 62, ""PERSON""]]",complex
"The arrest memo mentioned Vikram Joshi, Imran Sheikh, and KS Electronics.","[[26, 38, ""PERSON""], [40, 52, ""PERSON""], [58, 72, ""ORG""]]",complex
M. A. Khan was seen entering Vashi Logistics Yard.,"[[0, 10, ""PERSON""], [29, 49, ""FAC""]]",facility_context
The team reviewed the surveillance record before questioning Neeraj Shah.,"[[61, 72, ""PERSON""]]",hard_negative
R K Sharma worked with Nova Components in Chennai.,"[[0, 10, ""PERSON""], [23, 38, ""ORG""], [42, 49, ""GPE""]]",multi_entity
Ayesha Khan was observed outside Maharashtra State Bank in Lucknow.,"[[0, 11, ""PERSON""], [33, 55, ""ORG""], [59, 66, ""GPE""]]",multi_entity
The incident report mentioned S. Iyer.,"[[30, 37, ""PERSON""]]",hard_negative
Arjun Patel appeared in the crime scene report.,"[[0, 11, ""PERSON""]]",hard_negative
The police report mentioned Vikram Joshi.,"[[28, 40, ""PERSON""]]",hard_negative
S. Iyer and Imran Sheikh met representatives of Maharashtra State Bank in Ahmedabad.,"[[0, 7, ""PERSON""], [12, 24, ""PERSON""], [48, 70, ""ORG""], [74, 83, ""GPE""]]",complex
"The Case File mentioned Karan Sethi, Mohit Chawla, and Nova Components.","[[24, 35, ""PERSON""], [37, 49, ""PERSON""], [55, 70, ""ORG""]]",complex
"The Call Detail Records mentioned Vikram Joshi, Suresh Iyer, and Apex Distributors.","[[34, 46, ""PERSON""], [48, 59, ""PERSON""], [65, 82, ""ORG""]]",complex
S. Iyer worked with Shakti Traders in Indore.,"[[0, 7, ""PERSON""], [20, 34, ""ORG""], [38, 44, ""GPE""]]",multi_entity
Investigators traced the shipment from Ahmedabad to Turbhe Industrial Area.,"[[39, 48, ""GPE""], [52, 74, ""LOC""]]",multi_entity
Sameer Khan met an employee of Metro Logistics Pvt Ltd near Andheri East.,"[[0, 11, ""PERSON""], [31, 54, ""ORG""], [60, 72, ""LOC""]]",multi_entity
Arjun Patel travelled from Jaipur to Lucknow with Ayesha Khan.,"[[0, 11, ""PERSON""], [27, 33, ""GPE""], [37, 44, ""GPE""], [50, 61, ""PERSON""]]",complex
Police located Karan Sethi near Mumbai-Pune Expressway.,"[[15, 26, ""PERSON""], [32, 54, ""LOC""]]",multi_entity
City Cargo Services submitted invoices from its Nagpur office.,"[[0, 19, ""ORG""], [48, 54, ""GPE""]]",multi_entity
Vikram Joshi transferred money to Nova Components from Delhi.,"[[0, 12, ""PERSON""], [34, 49, ""ORG""], [55, 60, ""GPE""]]",multi_entity
Arjun Patel worked with BlueLine Transport in Ahmedabad.,"[[0, 11, ""PERSON""], [24, 42, ""ORG""], [46, 55, ""GPE""]]",multi_entity
The Case File was reviewed by the investigating officer.,[],hard_negative
Mohammed Arif Khan was observed outside KS Electronics in Thane.,"[[0, 18, ""PERSON""], [40, 54, ""ORG""], [58, 63, ""GPE""]]",multi_entity
The CDR records mentioned Sameer Khan.,"[[26, 37, ""PERSON""]]",hard_negative
Rohan Mehta travelled from Ahmedabad to Pune with Karan Sethi.,"[[0, 11, ""PERSON""], [27, 36, ""GPE""], [40, 44, ""GPE""], [50, 61, ""PERSON""]]",complex
The mobile extraction report was linked to an incident in Kochi.,"[[58, 63, ""GPE""]]",hard_negative
"The financial records mentioned Suresh Iyer, Arjun Patel, and KS Electronics.","[[32, 43, ""PERSON""], [45, 56, ""PERSON""], [62, 76, ""ORG""]]",complex
R K Sharma travelled from Jaipur to Pune with Dev Malhotra.,"[[0, 10, ""PERSON""], [26, 32, ""GPE""], [36, 40, ""GPE""], [46, 58, ""PERSON""]]",complex
Prime Warehousing was named in the FIR reviewed by investigators.,"[[0, 17, ""ORG""]]",contrastive_negative
Arjun Patel met an employee of City Cargo Services near Andheri East.,"[[0, 11, ""PERSON""], [31, 50, ""ORG""], [56, 68, ""LOC""]]",multi_entity
S. Iyer transferred money to BlueLine Transport from Bengaluru.,"[[0, 7, ""PERSON""], [29, 47, ""ORG""], [53, 62, ""GPE""]]",multi_entity
Ravi Deshmukh and Suresh Iyer met representatives of Apex Distributors in Pune.,"[[0, 13, ""PERSON""], [18, 29, ""PERSON""], [53, 70, ""ORG""], [74, 78, ""GPE""]]",complex
Funds moved from an account linked to Rohan Mehta into City Cargo Services.,"[[38, 49, ""PERSON""], [55, 74, ""ORG""]]",multi_entity
Investigators compared the arrest memo with records from KS Electronics.,"[[57, 71, ""ORG""]]",contrastive_negative
Police located R K Sharma near Thane Creek.,"[[15, 25, ""PERSON""], [31, 42, ""LOC""]]",multi_entity
The incident occurred in Indore.,"[[25, 31, ""GPE""]]",location_context
DM Trading Services operates a warehouse in Bengaluru.,"[[0, 19, ""ORG""], [44, 53, ""GPE""]]",multi_entity
S. Iyer and Priya Nair met representatives of Nova Components in Chennai.,"[[0, 7, ""PERSON""], [12, 22, ""PERSON""], [46, 61, ""ORG""], [65, 72, ""GPE""]]",complex
S. Iyer and Rohan Mehta met representatives of Metro Logistics Pvt Ltd in Kochi.,"[[0, 7, ""PERSON""], [12, 23, ""PERSON""], [47, 70, ""ORG""], [74, 79, ""GPE""]]",complex
Priya Nair was observed outside KS Electronics in Bengaluru.,"[[0, 10, ""PERSON""], [32, 46, ""ORG""], [50, 59, ""GPE""]]",multi_entity
Karan Sethi appeared in the surveillance record.,"[[0, 11, ""PERSON""]]",hard_negative
Rajiv Bansal was observed outside Nova Components in Pune.,"[[0, 12, ""PERSON""], [34, 49, ""ORG""], [53, 57, ""GPE""]]",multi_entity
Nova Components was named in the CCTV footage reviewed by investigators.,"[[0, 15, ""ORG""]]",contrastive_negative
The team reviewed the investigation report before questioning M. A. Khan.,"[[62, 72, ""PERSON""]]",hard_negative
City Cargo Services operates a warehouse in Pune.,"[[0, 19, ""ORG""], [44, 48, ""GPE""]]",multi_entity
Mohammed Arif Khan was seen entering Andheri Commercial Complex.,"[[0, 18, ""PERSON""], [37, 63, ""FAC""]]",facility_context
Rohan Mehta worked with KS Electronics in Pune.,"[[0, 11, ""PERSON""], [24, 38, ""ORG""], [42, 46, ""GPE""]]",multi_entity
Md. Arif Khan travelled from Bengaluru to Hyderabad with Suresh Iyer.,"[[0, 13, ""PERSON""], [29, 38, ""GPE""], [42, 51, ""GPE""], [57, 68, ""PERSON""]]",complex
Investigators collected the witness statement for further examination.,[],hard_negative
KS Electronics operates a warehouse in Lucknow.,"[[0, 14, ""ORG""], [39, 46, ""GPE""]]",multi_entity
No useful information was found in the financial records.,[],hard_negative
BlueLine Transport maintained an office in Pune.,"[[0, 18, ""ORG""], [43, 47, ""GPE""]]",org_context
The vehicle associated with Imran Sheikh was found near Vashi Sector 17.,"[[28, 40, ""PERSON""], [56, 71, ""LOC""]]",multi_entity
Mohit Chawla appeared in the vehicle movement record.,"[[0, 12, ""PERSON""]]",hard_negative
City Cargo Services was named in the arrest memo reviewed by investigators.,"[[0, 19, ""ORG""]]",contrastive_negative
Ananya Sharma appeared in the CDR records.,"[[0, 13, ""PERSON""]]",hard_negative
Prime Warehousing operates a warehouse in Lucknow.,"[[0, 17, ""ORG""], [42, 49, ""GPE""]]",multi_entity
Sameer Khan appeared in the CCTV record.,"[[0, 11, ""PERSON""]]",hard_negative
Nova Components submitted invoices from its Chennai office.,"[[0, 15, ""ORG""], [44, 51, ""GPE""]]",multi_entity
Mohammed Arif Khan appeared in the investigation report.,"[[0, 18, ""PERSON""]]",hard_negative
R K Sharma travelled from Mumbai to Nagpur with Ravi Deshmukh.,"[[0, 10, ""PERSON""], [26, 32, ""GPE""], [36, 42, ""GPE""], [48, 61, ""PERSON""]]",complex
The mobile extraction report was linked to an incident in Pune.,"[[58, 62, ""GPE""]]",hard_negative
The team reviewed the incident report before questioning Vikram Joshi.,"[[57, 69, ""PERSON""]]",hard_negative
The vehicle associated with Mohit Chawla was found near Andheri East.,"[[28, 40, ""PERSON""], [56, 68, ""LOC""]]",multi_entity
Entries in the CCTV footage were compared with bank transactions.,[],hard_negative
The vehicle movement record showed that Neeraj Shah had contacted Maharashtra State Bank.,"[[40, 51, ""PERSON""], [66, 88, ""ORG""]]",contrastive_negative
Investigators traced the shipment from Lucknow to Powai Lake Road.,"[[39, 46, ""GPE""], [50, 65, ""LOC""]]",multi_entity
The financial records was linked to an incident in Chennai.,"[[51, 58, ""GPE""]]",hard_negative
The financial records contained references to Rajiv Bansal and City Cargo Services.,"[[46, 58, ""PERSON""], [63, 82, ""ORG""]]",contrastive_negative
No useful information was found in the Call Detail Records.,[],hard_negative
Arjun Patel transferred money to Metro Logistics Pvt Ltd from Lucknow.,"[[0, 11, ""PERSON""], [33, 56, ""ORG""], [62, 69, ""GPE""]]",multi_entity
KS Electronics rented space at Turbhe Warehouse No. 4.,"[[0, 14, ""ORG""], [31, 53, ""FAC""]]",facility_context
The forensic report was linked to an incident in Kochi.,"[[49, 54, ""GPE""]]",hard_negative
BlueLine Transport operates a warehouse in Delhi.,"[[0, 18, ""ORG""], [43, 48, ""GPE""]]",multi_entity
"According to the crime scene report, Ananya Sharma visited DM Trading Services in Mumbai.","[[37, 50, ""PERSON""], [59, 78, ""ORG""], [82, 88, ""GPE""]]",contrastive_negative
Investigators compared the witness statement with records from Shakti Traders.,"[[63, 77, ""ORG""]]",contrastive_negative
The bank records contained references to Priya Nair and Western Freight Solutions.,"[[41, 51, ""PERSON""], [56, 81, ""ORG""]]",contrastive_negative
"According to the CDR records, Mohammed Arif Khan visited DM Trading Services in Ahmedabad.","[[30, 48, ""PERSON""], [57, 76, ""ORG""], [80, 89, ""GPE""]]",contrastive_negative
The incident report showed that Suresh Iyer had contacted National Freight Corporation.,"[[32, 43, ""PERSON""], [58, 86, ""ORG""]]",contrastive_negative
Suresh Iyer transferred money to Shakti Traders from Nagpur.,"[[0, 11, ""PERSON""], [33, 47, ""ORG""], [53, 59, ""GPE""]]",multi_entity
Mohammed Arif Khan was observed outside Shakti Traders in Mumbai.,"[[0, 18, ""PERSON""], [40, 54, ""ORG""], [58, 64, ""GPE""]]",multi_entity
Funds moved from an account linked to Mohammed Arif Khan into City Cargo Services.,"[[38, 56, ""PERSON""], [62, 81, ""ORG""]]",multi_entity
Investigators compared the crime scene report with records from KS Electronics.,"[[64, 78, ""ORG""]]",contrastive_negative
Ayesha Khan travelled from Bengaluru to Kochi with R K Sharma.,"[[0, 11, ""PERSON""], [27, 36, ""GPE""], [40, 45, ""GPE""], [51, 61, ""PERSON""]]",complex
Investigators compared the Location Surveillance Records with records from DM Trading Services.,"[[75, 94, ""ORG""]]",contrastive_negative
DM Trading Services maintained an office in Surat.,"[[0, 19, ""ORG""], [44, 49, ""GPE""]]",org_context
The suspect travelled from Surat to Jaipur.,"[[27, 32, ""GPE""], [36, 42, ""GPE""]]",location_context
Karan Sethi worked with Prime Warehousing in Navi Mumbai.,"[[0, 11, ""PERSON""], [24, 41, ""ORG""], [45, 56, ""GPE""]]",multi_entity
Sameer Khan and Karan Sethi met representatives of Shakti Traders in Nagpur.,"[[0, 11, ""PERSON""], [16, 27, ""PERSON""], [51, 65, ""ORG""], [69, 75, ""GPE""]]",complex
